0,RandomForest,0,0.252513,0.284300,0.267465
1,RandomForest,1,0.428928,0.477778,0.452037
2,RandomForest,2,0.288344,0.254054,0.270115
3,RandomForest,3,0.238924,0.211189,0.224202
4,RandomForest,4,1.000000,1.000000,1.000000
5,RandomForest,0,0.289172,0.321986,0.304698
6,RandomForest,1,0.406716,0.452909,0.428571
7,RandomForest,2,0.253682,0.210312,0.229970
8,RandomForest,3,0.250765,0.237681,0.244048
9,RandomForest,4,1.000000,1.000000,1.000000
10,RandomForest,0,0.289973,0.291553,0.290761
11,RandomForest,1,0.393868,0.469761,0.428480
12,RandomForest,2,0.279211,0.254848,0.266474
13,RandomForest,3,0.261137,0.233516,0.246555
14,RandomForest,4,1.000000,0.998582,0.999290
15,RandomForest,0,0.294521,0.284768,0.289562
16,RandomForest,1,0.403246,0.447368,0.424163
17,RandomForest,2,0.259003,0.275811,0.267143
18,RandomForest,3,0.272300,0.236092,0.252907
19,RandomForest,4,1.000000,1.000000,1.000000
20,RandomForest,0,0.265356,0.309013,0.285525
21,RandomForest,1,0.439433,0.470345,0.454364
22,RandomForest,2,0.275216,0.264177,0.269584
23,RandomForest,3,0.251265,0.204110,0.225246
24,RandomForest,4,1.000000,1.000000,1.000000
25,SVM,0,0.237069,0.700141,0.354204
26,SVM,1,0.280055,0.284722,0.282369
27,SVM,2,0.000000,0.000000,0.000000
28,SVM,3,0.268293,0.046154,0.078759
29,SVM,4,1.000000,0.915042,0.955636
30,SVM,0,0.240138,0.690780,0.356385
31,SVM,1,0.247177,0.272853,0.259381
32,SVM,2,0.000000,0.000000,0.000000
33,SVM,3,0.192771,0.023188,0.041397
34,SVM,4,1.000000,0.927614,0.962448
35,SVM,0,0.253623,0.715259,0.374465
36,SVM,1,0.256757,0.133615,0.175763
37,SVM,2,0.269565,0.042936,0.074074
38,SVM,3,0.234694,0.126374,0.164286
39,SVM,4,1.000000,0.926241,0.961708
40,SVM,0,0.000000,0.000000,0.000000
41,SVM,1,0.354839,0.121884,0.181443
42,SVM,2,0.236147,0.936578,0.377190
43,SVM,3,0.000000,0.000000,0.000000
44,SVM,4,1.000000,0.936441,0.967177
45,SVM,0,0.245662,0.769671,0.372447
46,SVM,1,0.313609,0.146207,0.199436
47,SVM,2,0.326087,0.020747,0.039012
48,SVM,3,0.211699,0.104110,0.139578
49,SVM,4,1.000000,0.922545,0.959712
50,NaiveBayes,0,0.244191,0.787836,0.372825
51,NaiveBayes,1,0.237251,0.148611,0.182750
52,NaiveBayes,2,0.285714,0.008108,0.015769
53,NaiveBayes,3,0.040000,0.002797,0.005229
54,NaiveBayes,4,0.815558,0.905292,0.858086
55,NaiveBayes,0,0.256831,0.666667,0.370809
56,NaiveBayes,1,0.228448,0.146814,0.178752
57,NaiveBayes,2,0.265060,0.149254,0.190972
58,NaiveBayes,3,0.000000,0.000000,0.000000
59,NaiveBayes,4,0.804706,0.916890,0.857143
60,NaiveBayes,0,0.263753,0.698910,0.382979
61,NaiveBayes,1,0.055556,0.002813,0.005355
62,NaiveBayes,2,0.256966,0.114958,0.158852
63,NaiveBayes,3,0.247444,0.166209,0.198850
64,NaiveBayes,4,0.789343,0.903546,0.842593
65,NaiveBayes,0,0.261671,0.601325,0.364659
66,NaiveBayes,1,0.000000,0.000000,0.000000
67,NaiveBayes,2,0.192797,0.134218,0.158261
68,NaiveBayes,3,0.249147,0.198100,0.220711
69,NaiveBayes,4,0.791822,0.902542,0.843564
70,NaiveBayes,0,0.241023,0.768240,0.366929
71,NaiveBayes,1,0.500000,0.005517,0.010914
72,NaiveBayes,2,0.000000,0.000000,0.000000
73,NaiveBayes,3,0.206597,0.163014,0.182236
74,NaiveBayes,4,0.837150,0.910097,0.872101
75,KNN,0,0.254098,0.350778,0.294712
76,KNN,1,0.325387,0.379167,0.350225
77,KNN,2,0.263242,0.221622,0.240646
78,KNN,3,0.272523,0.169231,0.208801
79,KNN,4,1.000000,1.000000,1.000000
80,KNN,0,0.247984,0.348936,0.289923
81,KNN,1,0.328680,0.358726,0.343046
82,KNN,2,0.228663,0.192673,0.209131
83,KNN,3,0.247241,0.162319,0.195976
84,KNN,4,1.000000,1.000000,1.000000
85,KNN,0,0.278008,0.365123,0.315665
86,KNN,1,0.325935,0.392405,0.356094
87,KNN,2,0.248397,0.214681,0.230312
88,KNN,3,0.232301,0.144231,0.177966
89,KNN,4,1.000000,0.998582,0.999290
90,KNN,0,0.277547,0.353642,0.311008
91,KNN,1,0.328750,0.364266,0.345598
92,KNN,2,0.246617,0.241888,0.244229
93,KNN,3,0.273118,0.172320,0.211314
94,KNN,4,1.000000,1.000000,1.000000
95,KNN,0,0.260331,0.360515,0.302340
96,KNN,1,0.328818,0.368276,0.347430
97,KNN,2,0.269171,0.237898,0.252570
98,KNN,3,0.235808,0.147945,0.181818
99,KNN,4,1.000000,1.000000,1.000000
100,Bagging,0,0.273292,0.311174,0.291005
101,Bagging,1,0.437118,0.497222,0.465237
102,Bagging,2,0.268519,0.235135,0.250720
103,Bagging,3,0.265574,0.226573,0.244528
104,Bagging,4,0.998607,0.998607,0.998607
105,Bagging,0,0.300000,0.348936,0.322623
106,Bagging,1,0.422980,0.463989,0.442536
107,Bagging,2,0.293313,0.261872,0.276703
108,Bagging,3,0.246575,0.208696,0.226060
109,Bagging,4,1.000000,1.000000,1.000000
110,Bagging,0,0.263723,0.301090,0.281170
111,Bagging,1,0.398315,0.465541,0.429313
112,Bagging,2,0.284820,0.252078,0.267450
113,Bagging,3,0.261460,0.211538,0.233865
114,Bagging,4,1.000000,0.997163,0.998580
115,Bagging,0,0.302789,0.301987,0.302387
116,Bagging,1,0.403614,0.463989,0.431701
117,Bagging,2,0.245152,0.261062,0.252857
118,Bagging,3,0.289608,0.230665,0.256798
119,Bagging,4,1.000000,1.000000,1.000000
120,Bagging,0,0.283088,0.330472,0.304950
121,Bagging,1,0.417596,0.464828,0.439948
122,Bagging,2,0.285714,0.260028,0.272266
123,Bagging,3,0.266779,0.217808,0.239819
124,Bagging,4,1.000000,1.000000,1.000000
125,AdaBoost,0,0.262985,0.794908,0.395218
126,AdaBoost,1,0.345697,0.323611,0.334290
127,AdaBoost,2,0.347826,0.021622,0.040712
128,AdaBoost,3,0.095238,0.002797,0.005435
129,AdaBoost,4,0.993075,0.998607,0.995833
130,AdaBoost,0,0.200000,0.001418,0.002817
131,AdaBoost,1,0.378594,0.328255,0.351632
132,AdaBoost,2,0.000000,0.000000,0.000000
133,AdaBoost,3,0.251575,0.810145,0.383929
134,AdaBoost,4,0.997323,0.998660,0.997991
135,AdaBoost,0,0.277778,0.006812,0.013298
136,AdaBoost,1,0.472727,0.036568,0.067885
137,AdaBoost,2,0.274611,0.293629,0.283802
138,AdaBoost,3,0.236098,0.664835,0.348452
139,AdaBoost,4,0.997163,0.997163,0.997163
140,AdaBoost,0,0.229167,0.014570,0.027397
141,AdaBoost,1,0.494737,0.065097,0.115055
142,AdaBoost,2,0.236823,0.954277,0.379472
143,AdaBoost,3,0.384615,0.006784,0.013333
144,AdaBoost,4,0.994382,1.000000,0.997183
145,AdaBoost,0,0.247271,0.939914,0.391538
146,AdaBoost,1,0.414286,0.120000,0.186096
147,AdaBoost,2,0.000000,0.000000,0.000000
148,AdaBoost,3,0.400000,0.002740,0.005442
149,AdaBoost,4,0.994498,1.000000,0.997241
