0,RandomForest,0,0.232000,0.266055,0.247863
1,RandomForest,1,0.549618,0.587755,0.568047
2,RandomForest,2,0.263682,0.213710,0.236080
3,RandomForest,3,0.275109,0.272727,0.273913
4,RandomForest,4,1.000000,1.000000,1.000000
5,RandomForest,0,0.303704,0.343096,0.322200
6,RandomForest,1,0.555556,0.665236,0.605469
7,RandomForest,2,0.309417,0.274900,0.291139
8,RandomForest,3,0.324468,0.257384,0.287059
9,RandomForest,4,1.000000,1.000000,1.000000
10,RandomForest,0,0.323770,0.322449,0.323108
11,RandomForest,1,0.498575,0.694444,0.580431
12,RandomForest,2,0.218447,0.206422,0.212264
13,RandomForest,3,0.370787,0.250000,0.298643
14,RandomForest,4,1.000000,1.000000,1.000000
15,RandomForest,0,0.260664,0.222672,0.240175
16,RandomForest,1,0.514950,0.645833,0.573013
17,RandomForest,2,0.269058,0.241935,0.254777
18,RandomForest,3,0.281938,0.281938,0.281938
19,RandomForest,4,1.000000,1.000000,1.000000
20,RandomForest,0,0.307377,0.298805,0.303030
21,RandomForest,1,0.496875,0.691304,0.578182
22,RandomForest,2,0.320000,0.238298,0.273171
23,RandomForest,3,0.298165,0.269710,0.283224
24,RandomForest,4,1.000000,1.000000,1.000000
25,SVM,0,0.224719,0.825688,0.353288
26,SVM,1,0.337662,0.106122,0.161491
27,SVM,2,0.000000,0.000000,0.000000
28,SVM,3,0.295082,0.077922,0.123288
29,SVM,4,1.000000,0.996124,0.998058
30,SVM,0,0.254593,0.811715,0.387612
31,SVM,1,0.282828,0.240343,0.259861
32,SVM,2,0.000000,0.000000,0.000000
33,SVM,3,0.000000,0.000000,0.000000
34,SVM,4,1.000000,1.000000,1.000000
35,SVM,0,0.000000,0.000000,0.000000
36,SVM,1,0.441860,0.075397,0.128814
37,SVM,2,0.223291,0.958716,0.362218
38,SVM,3,0.000000,0.000000,0.000000
39,SVM,4,1.000000,1.000000,1.000000
40,SVM,0,0.000000,0.000000,0.000000
41,SVM,1,0.363636,0.100000,0.156863
42,SVM,2,0.183333,0.088710,0.119565
43,SVM,3,0.230169,0.779736,0.355422
44,SVM,4,1.000000,1.000000,1.000000
45,SVM,0,0.000000,0.000000,0.000000
46,SVM,1,0.242003,0.756522,0.366702
47,SVM,2,0.227273,0.191489,0.207852
48,SVM,3,0.275000,0.045643,0.078292
49,SVM,4,1.000000,1.000000,1.000000
50,NaiveBayes,0,0.200000,0.137615,0.163043
51,NaiveBayes,1,0.268631,0.632653,0.377129
52,NaiveBayes,2,0.139535,0.024194,0.041237
53,NaiveBayes,3,0.268966,0.168831,0.207447
54,NaiveBayes,4,0.807018,0.891473,0.847145
55,NaiveBayes,0,0.232404,0.732218,0.352823
56,NaiveBayes,1,0.224719,0.085837,0.124224
57,NaiveBayes,2,0.288660,0.111554,0.160920
58,NaiveBayes,3,1.000000,0.004219,0.008403
59,NaiveBayes,4,0.830769,0.900000,0.864000
60,NaiveBayes,0,0.258065,0.620408,0.364508
61,NaiveBayes,1,0.229885,0.158730,0.187793
62,NaiveBayes,2,0.000000,0.000000,0.000000
63,NaiveBayes,3,0.251366,0.174242,0.205817
64,NaiveBayes,4,0.798419,0.914027,0.852321
65,NaiveBayes,0,0.368421,0.056680,0.098246
66,NaiveBayes,1,0.000000,0.000000,0.000000
67,NaiveBayes,2,0.197861,0.149194,0.170115
68,NaiveBayes,3,0.225371,0.735683,0.345041
69,NaiveBayes,4,0.917031,0.882353,0.899358
70,NaiveBayes,0,0.000000,0.000000,0.000000
71,NaiveBayes,1,0.181102,0.100000,0.128852
