0,RandomForest,0,0.584245,0.606818,0.595318
1,RandomForest,1,0.593090,0.796392,0.679868
2,RandomForest,2,0.742382,0.623256,0.677623
3,RandomForest,3,0.695418,0.570796,0.626974
4,RandomForest,4,1.000000,1.000000,1.000000
5,RandomForest,0,0.550495,0.661905,0.601081
6,RandomForest,1,0.655955,0.778027,0.711795
7,RandomForest,2,0.677507,0.600962,0.636943
8,RandomForest,3,0.778135,0.560185,0.651413
9,RandomForest,4,1.000000,1.000000,1.000000
10,RandomForest,0,0.581741,0.666667,0.621315
11,RandomForest,1,0.699029,0.779221,0.736950
12,RandomForest,2,0.692754,0.574519,0.628121
13,RandomForest,3,0.714286,0.645161,0.677966
14,RandomForest,4,1.000000,1.000000,1.000000
15,RandomForest,0,0.558000,0.644342,0.598071
16,RandomForest,1,0.636179,0.757869,0.691713
17,RandomForest,2,0.698254,0.600858,0.645905
18,RandomForest,3,0.693820,0.565217,0.622951
19,RandomForest,4,1.000000,1.000000,1.000000
20,RandomForest,0,0.591270,0.653509,0.620833
21,RandomForest,1,0.681553,0.778271,0.726708
22,RandomForest,2,0.710602,0.574074,0.635083
23,RandomForest,3,0.646277,0.600000,0.622279
24,RandomForest,4,1.000000,1.000000,1.000000
25,SVM,0,0.284722,0.093182,0.140411
26,SVM,1,0.256255,0.871134,0.396016
27,SVM,2,0.310078,0.186047,0.232558
28,SVM,3,0.222222,0.030973,0.054369
29,SVM,4,0.965426,0.806667,0.878935
30,SVM,0,0.310345,0.107143,0.159292
31,SVM,1,0.310292,0.905830,0.462243
32,SVM,2,0.289753,0.197115,0.234621
33,SVM,3,0.358974,0.032407,0.059448
34,SVM,4,0.953964,0.836323,0.891278
35,SVM,0,0.270440,0.104623,0.150877
36,SVM,1,0.317170,0.863636,0.463953
37,SVM,2,0.286645,0.211538,0.243430
38,SVM,3,0.326923,0.039171,0.069959
39,SVM,4,0.924479,0.812357,0.864799
40,SVM,0,0.291391,0.101617,0.150685
41,SVM,1,0.276758,0.876513,0.420686
42,SVM,2,0.293478,0.057940,0.096774
43,SVM,3,0.248945,0.135011,0.175074
44,SVM,4,0.927419,0.839416,0.881226
45,SVM,0,0.263566,0.074561,0.116239
46,SVM,1,0.310318,0.886918,0.459770
47,SVM,2,0.279412,0.087963,0.133803
48,SVM,3,0.230159,0.143210,0.176560
49,SVM,4,0.963277,0.819712,0.885714
50,NaiveBayes,0,0.274725,0.056818,0.094162
51,NaiveBayes,1,0.239466,0.878866,0.376380
52,NaiveBayes,2,0.032258,0.018605,0.023599
53,NaiveBayes,3,0.264151,0.092920,0.137480
54,NaiveBayes,4,0.613445,0.324444,0.424419
55,NaiveBayes,0,0.229358,0.059524,0.094518
56,NaiveBayes,1,0.282909,0.872197,0.427238
57,NaiveBayes,2,0.037175,0.024038,0.029197
58,NaiveBayes,3,0.225225,0.057870,0.092081
59,NaiveBayes,4,0.540541,0.358744,0.431267
60,NaiveBayes,0,0.198198,0.053528,0.084291
61,NaiveBayes,1,0.285611,0.854978,0.428184
62,NaiveBayes,2,0.047138,0.033654,0.039271
63,NaiveBayes,3,0.312500,0.092166,0.142349
64,NaiveBayes,4,0.564315,0.311213,0.401180
65,NaiveBayes,0,0.257143,0.062356,0.100372
66,NaiveBayes,1,0.257285,0.876513,0.397802
67,NaiveBayes,2,0.028340,0.015021,0.019635
68,NaiveBayes,3,0.208633,0.066362,0.100694
69,NaiveBayes,4,0.500000,0.318735,0.389302
70,NaiveBayes,0,0.235294,0.070175,0.108108
71,NaiveBayes,1,0.279793,0.838137,0.419534
72,NaiveBayes,2,0.051724,0.034722,0.041551
73,NaiveBayes,3,0.211538,0.081481,0.117647
74,NaiveBayes,4,0.603524,0.329327,0.426128
75,KNN,0,0.370438,0.461364,0.410931
76,KNN,1,0.437500,0.649485,0.522822
77,KNN,2,0.467066,0.362791,0.408377
78,KNN,3,0.480969,0.307522,0.375169
79,KNN,4,1.000000,0.917778,0.957126
80,KNN,0,0.372093,0.533333,0.438356
81,KNN,1,0.479730,0.636771,0.547206
82,KNN,2,0.449704,0.365385,0.403183
83,KNN,3,0.558685,0.275463,0.368992
84,KNN,4,1.000000,0.930493,0.963995
85,KNN,0,0.353846,0.503650,0.415663
86,KNN,1,0.517241,0.649351,0.575816
87,KNN,2,0.421053,0.365385,0.391248
